"","char.par_state","num.par_state","char.par_stateabbrv","char.par_cz","num.par_czname","num.kid_count","num.kid_count_g_m","num.kid_count_g_f","num.inventor","num.inventor_cat_1","num.inventor_cat_2","num.inventor_cat_3","num.inventor_cat_4","num.inventor_cat_5","num.inventor_cat_6","num.inventor_g_m","num.inventor_cat_1_g_m","num.inventor_cat_2_g_m","num.inventor_cat_3_g_m","num.inventor_cat_4_g_m","num.inventor_cat_5_g_m","num.inventor_cat_6_g_m","num.inventor_cat_7_g_m","num.inventor_g_f","num.inventor_cat_1_g_f","num.inventor_cat_2_g_f","num.inventor_cat_3_g_f","num.inventor_cat_4_g_f","num.inventor_cat_5_g_f","num.inventor_cat_6_g_f","num.inventor_cat_7_g_f"
"407","North Dakota",35,"ND","26801",202,12744,6353,6389,0.0040019,0.0003923,0.0014124,0.0004708,0.0004708,0.0005493,0.0005493,0.0067685,0.000787,0.0023611,0.0004722,0.0009444,0.0011018,0.0009444,0.0001574,0.0012522,0,0.0004696,0.0004696,0,0,0.0001565,0.0001565
"408","North Dakota",35,"ND","26802",348,1103,569,534,0.0063463,0,0.0018132,0.0009066,0.0018132,0.0018132,0,0.0105448,0,0.0035149,0.0017575,0.0035149,0.0017575,0,0,0.0018727,0,0,0,0,0.0018727,0,0
"409","North Dakota",35,"ND","26803",292,2636,1323,1313,0.0015175,0,0.0007587,0,0,0,0.0007587,0.0030234,0,0.0015117,0,0,0,0.0015117,0,0,0,0,0,0,0,0,0
"410","North Dakota",35,"ND","26804",135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Minnesota",24,"MN","26901",205,8296,4095,4200,0.0021697,0.0001205,0.0002411,0.0003616,0.0004822,0.0004822,0.0003616,0.003663,0.0002442,0.0004884,0.0004884,0.0007326,0.0009768,0.0004884,0.0002442,0.0007143,0,0,0.0002381,0.0002381,0,0.0002381,0
"412","Minnesota",24,"MN","26902",349,5607,2817,2790,0.0024969,0.0003567,0.000535,0.0001783,0,0.0003567,0.0007134,0.0042599,0.00071,0.000355,0.000355,0,0.00071,0.00142,0.00071,0.0007168,0,0.0007168,0,0,0,0,0
"413","Nebraska",28,"NE","27001",437,1303,643,660,0.0015349,0,0,0,0.0007675,0,0.0007675,0.0031104,0,0,0,0.0015552,0,0.0015552,0,0,0,0,0,0,0,0,0
"414","Nebraska",28,"NE","27002",449,786,373,413,0.0025445,0,0,0,0.0025445,0,0,0.0053619,0,0,0,0.0053619,0,0,0,0,0,0,0,0,0,0,0
"415","Nebraska",28,"NE","27003",5,412,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","South Dakota",42,"SD","27004",673,898,474,424,0.0011136,0,0,0,0.0011136,0,0,0.0021097,0,0,0,0.0021097,0,0,0,0,0,0,0,0,0,0,0
"417","South Dakota",42,"SD","27005",680,3487,1784,1703,0.0034414,0,0.0002868,0.0002868,0.0005736,0.0014339,0.0002868,0.0067265,0,0.0005605,0.0005605,0.0011211,0.0028027,0.0005605,0.0011211,0,0,0,0,0,0,0,0
"418","South Dakota",42,"SD","27006",402,2039,999,1040,0.0014713,0.0004904,0,0,0,0.0004904,0.0004904,0.002002,0,0,0,0,0.001001,0.001001,0,0.0009615,0.0009615,0,0,0,0,0,0
"419","South Dakota",42,"SD","27007",282,1395,717,678,0.0028674,0.0014337,0.0014337,0,0,0,0,0.0041841,0.0013947,0.0027894,0,0,0,0,0,0.0014749,0.0014749,0,0,0,0,0,0
"420","South Dakota",42,"SD","27008",462,1573,821,752,0.0019072,0,0.0006357,0.0006357,0,0,0.0006357,0.0024361,0,0,0.001218,0,0,0.001218,0,0.0013298,0,0.0013298,0,0,0,0,0
"421","South Dakota",42,"SD","27009",102,825,405,420,0.0024242,0,0.0012121,0.0012121,0,0,0,0.0049383,0,0.0024691,0.0024691,0,0,0,0,0,0,0,0,0,0,0,0
"422","South Dakota",42,"SD","27010",396,331,NA,NA,0.0090634,0,0.0030211,0.0030211,0,0,0.0030211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","South Dakota",42,"SD","27011",473,1579,791,788,0.0037999,0,0.0006333,0.0012666,0.0006333,0.0006333,0.0006333,0.0063211,0,0.0012642,0.0012642,0.0012642,0.0012642,0.0012642,0,0.001269,0,0,0.001269,0,0,0,0
"424","South Dakota",42,"SD","27012",229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Minnesota",24,"MN","27101",666,6356,3202,3154,0.002832,0.0003147,0.0006293,0.0001573,0.0001573,0.000472,0.000472,0.0053092,0.0006246,0.0009369,0.0003123,0.0003123,0.0009369,0.0009369,0.0012492,0.0003171,0,0.0003171,0,0,0,0,0
"426","Minnesota",24,"MN","27102",374,3959,1963,1995,0.0020207,0.0002526,0.0002526,0.0002526,0,0.0007578,0.0005052,0.003566,0.0005094,0.0005094,0,0,0.0015283,0.0010188,0,0.0005013,0,0,0.0005013,0,0,0,0
"427","Iowa",16,"IA","27201",559,4692,2381,2311,0.0038363,0,0.0006394,0.0002131,0.0006394,0.0006394,0.0010656,0.0071399,0,0.00084,0.00042,0.00126,0.00126,0.0021,0.00126,0.0004327,0,0.0004327,0,0,0,0,0
"428","Minnesota",24,"MN","27202",678,4094,2023,2071,0.0034196,0.0004885,0,0.0012213,0.0002443,0.0002443,0.000977,0.0049432,0.0004943,0,0.0019773,0.0004943,0.0004943,0.0014829,0,0.0019314,0.0004829,0,0.0004829,0,0,0.0004829,0.0004829
"429","Iowa",16,"IA","27301",572,4353,2133,2220,0.0029864,0,0.0011486,0.0004595,0.0002297,0.0004595,0.0004595,0.0060947,0,0.0023441,0.0009376,0.0004688,0.0009376,0.0009376,0.0004688,0,0,0,0,0,0,0,0
"430","Minnesota",24,"MN","27302",201,3774,1943,1831,0.0015898,0,0.0007949,0.000265,0.000265,0,0,0.0025733,0,0.0010293,0.0005147,0.0005147,0,0,0.0005147,0.0005461,0,0.0005461,0,0,0,0,0
"431","Iowa",16,"IA","27401",590,3731,1916,1815,0.0024122,0.000268,0.000268,0,0.0008041,0.0008041,0,0.0046973,0.0005219,0.0005219,0,0.0015658,0.0015658,0,0.0005219,0,0,0,0,0,0,0,0
"432","Iowa",16,"IA","27402",211,6932,3446,3486,0.0025967,0.0002885,0.0007213,0.0002885,0.0001443,0.0004328,0.000577,0.0043529,0.0005804,0.0011608,0.0002902,0.0002902,0.0008706,0.0008706,0.0002902,0.0008606,0,0.0002869,0.0002869,0,0,0.0002869,0
"433","Iowa",16,"IA","27501",159,34649,17428,17221,0.0025109,0.0001154,0.0006927,0.0004906,0.0002886,0.0003752,0.0004041,0.0041313,0.0001721,0.001205,0.0006885,0.0004017,0.0006312,0.0007459,0.0002869,0.000871,5.81e-05,0.0001742,0.0002903,0.0001742,0.0001161,5.81e-05,0
"434","Iowa",16,"IA","27502",142,2298,1136,1162,0.0013055,0.0004352,0,0,0.0004352,0.0004352,0,0.0017606,0,0,0,0.0008803,0.0008803,0,0,0.0008606,0.0008606,0,0,0,0,0,0
"435","Iowa",16,"IA","27503",27,2453,1222,1231,0.0020383,0.0004077,0,0,0.0004077,0.001223,0,0.0040917,0.0008183,0,0,0.0008183,0.002455,0,0,0,0,0,0,0,0,0,0
"436","Iowa",16,"IA","27504",96,3673,1858,1815,0.0035393,0.0002723,0.0005445,0.0002723,0.0002723,0.0005445,0.001089,0.0053821,0.0005382,0.0010764,0,0.0005382,0.0010764,0.0016146,0.0005382,0.0016529,0,0,0.000551,0,0,0.000551,0.000551
"437","South Dakota",42,"SD","27601",499,11340,5653,5687,0.0013228,0,0.0004409,0.0001764,0.0001764,0.0004409,8.82e-05,0.0026535,0,0.0008845,0.0003538,0.0003538,0.0008845,0.0001769,0,0,0,0,0,0,0,0,0
"438","South Dakota",42,"SD","27602",175,615,313,302,0.001626,0.001626,0,0,0,0,0,0.0031949,0.0031949,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439","South Dakota",42,"SD","27603",570,460,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","South Dakota",42,"SD","27604",418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","South Dakota",42,"SD","27605",400,744,368,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"442","Nebraska",28,"NE","27701",546,4800,2385,2415,0.001875,0,0.0004167,0,0.0002083,0.000625,0.0004167,0.0033543,0,0.0008386,0,0.0004193,0.0012579,0.0008386,0,0.0004141,0,0,0,0,0,0,0.0004141
"443","Wyoming",51,"WY","27702",107,6466,3309,3157,0.0024745,0.0001547,0.000464,0.000464,0.000464,0.000464,0.000464,0.0045331,0,0.0009066,0.0009066,0.0009066,0.0009066,0.0009066,0,0.0003168,0.0003168,0,0,0,0,0,0
"444","Wyoming",51,"WY","27703",611,1535,784,751,0.0019544,0,0.0006515,0,0,0,0.0006515,0.0038265,0,0.0012755,0,0,0,0.0012755,0.0012755,0,0,0,0,0,0,0,0
"445","South Dakota",42,"SD","27704",237,1799,885,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"446","Nebraska",28,"NE","27801",642,4403,2253,2150,0.0020441,0,0.0009085,0,0.0002271,0.0006814,0.0002271,0.0035508,0,0.0013316,0,0.0004439,0.0013316,0.0004439,0,0.0004651,0,0.0004651,0,0,0,0,0
"447","Nebraska",28,"NE","27802",129,4982,2543,2439,0.0024087,0,0.0004014,0.0002007,0.0002007,0.0006022,0.0010036,0.0047188,0,0.0007865,0.0003932,0.0003932,0.0011797,0.0019662,0,0,0,0,0,0,0,0,0
"448","Nebraska",28,"NE","27901",262,2795,1398,1397,0.0025045,0.0003578,0.0003578,0,0.0003578,0.0003578,0.0003578,0.0035765,0.0007153,0.0007153,0,0,0.0007153,0.0007153,0.0007153,0.0014316,0,0,0,0.0007158,0,0,0.0007158
"449","Nebraska",28,"NE","27902",682,1979,977,1002,0.0015159,0,0.0010106,0,0,0.0005053,0,0.0030706,0,0.0020471,0,0,0.0010235,0,0,0,0,0,0,0,0,0,0
"450","Nebraska",28,"NE","27903",242,5408,2762,2645,0.002034,0.0001849,0.0005547,0.0005547,0,0,0.0005547,0.0025344,0.0003621,0.0007241,0.0003621,0,0,0.0007241,0.0003621,0.0015123,0,0.0003781,0.0007561,0,0,0.0003781,0
"451","Iowa",16,"IA","28001",560,13248,6724,6524,0.002038,0.0002264,0.0004529,0.000151,0.000151,0.0003019,0.0006793,0.0040155,0.0004462,0.0008923,0.0002974,0.0002974,0.0005949,0.0013385,0.0001487,0,0,0,0,0,0,0,0
"452","Nebraska",28,"NE","28002",660,1907,943,964,0.0026219,0,0,0.0005244,0.0010488,0,0.0010488,0.0042418,0,0,0.0010604,0.0010604,0,0.0021209,0,0.0010373,0,0,0,0.0010373,0,0,0
"453","Nebraska",28,"NE","28101",346,18219,9094,9125,0.0018113,0.0001098,0.0004391,0.000494,0.0001647,0.0002744,0.0001647,0.0027491,0.00011,0.0007697,0.0006598,0.0003299,0.0005498,0.0002199,0.00011,0.0008767,0.0001096,0.0001096,0.0003288,0,0,0.0001096,0.0002192
"454","Nebraska",28,"NE","28102",425,2702,1343,1359,0.0003701,0,0.0003701,0,0,0,0,0.0007446,0,0.0007446,0,0,0,0,0,0,0,0,0,0,0,0,0
"455","Iowa",16,"IA","28201",502,3183,1591,1592,0.0021992,0.0006283,0.0003142,0.0006283,0,0,0.0003142,0.0043997,0.0012571,0.0006285,0.0012571,0,0,0.0006285,0.0006285,0,0,0,0,0,0,0,0
"456","Nebraska",28,"NE","28202",446,52818,26609,26208,0.0018365,9.47e-05,0.0006248,0.0002651,0.0002272,0.0001704,0.0003787,0.0028938,0.0001503,0.000902,0.0004134,0.0003382,0.0003007,0.0006389,0.0001503,0.0007631,3.82e-05,0.0003434,0.0001145,0.0001145,3.82e-05,0.0001145,0
"457","Colorado",6,"CO","28301",587,2741,1381,1360,0.0025538,0.0007297,0.0003648,0.0007297,0,0,0.0003648,0.0043447,0.0014482,0.0007241,0.0007241,0,0,0.0007241,0.0007241,0.0007353,0,0,0.0007353,0,0,0,0
"458","Nebraska",28,"NE","28302",441,1269,628,641,0.001576,0,0.001576,0,0,0,0,0.0031847,0,0.0031847,0,0,0,0,0,0,0,0,0,0,0,0,0
"459","Nebraska",28,"NE","28303",451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Nebraska",28,"NE","28304",634,617,329,288,0.0016207,0,0.0016207,0,0,0,0,0.0030395,0,0.0030395,0,0,0,0,0,0,0,0,0,0,0,0,0
"461","Nebraska",28,"NE","28305",75,978,498,480,0.002045,0,0,0,0.0010225,0.0010225,0,0.0040161,0,0,0,0.002008,0.002008,0,0,0,0,0,0,0,0,0,0
"462","Nebraska",28,"NE","28306",434,2660,1342,1318,0.0011278,0,0.0003759,0.0003759,0,0,0,0.0014903,0,0.0007452,0.0007452,0,0,0,0,0.0007587,0,0,0,0,0,0,0.0007587
"463","Colorado",6,"CO","28401",126,35523,17970,17551,0.0024773,0.0001689,0.0007319,0.0003097,0.0004223,0.0002534,0.0004223,0.0040067,0.0001669,0.0013912,0.0004452,0.0007234,0.0003895,0.0006678,0.0002226,0.0009116,0.0001709,5.7e-05,0.0001709,0.000114,0.000114,0.0001709,0.000114
"464","Colorado",6,"CO","28402",345,374,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Colorado",6,"CO","28501",574,318,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Colorado",6,"CO","28502",495,11211,5627,5584,0.0012488,0,8.92e-05,0.0003568,0.0002676,8.92e-05,0.0003568,0.0017771,0,0,0.0007109,0.0003554,0,0.0005331,0.0001777,0.0007163,0,0.0001791,0,0.0001791,0.0001791,0.0001791,0
"467","Colorado",6,"CO","28503",615,1250,623,627,8e-04,0,0,0,0,0,8e-04,0,0,0,0,0,0,0,0,0.0015949,0,0,0,0,0,0.0015949,0
"468","Colorado",6,"CO","28504",85,855,442,413,0.0011696,0,0,0,0.0011696,0,0,0.0022624,0,0,0,0.0022624,0,0,0,0,0,0,0,0,0,0,0
"469","Kansas",17,"KS","28601",439,461,NA,NA,0.0043384,0,0,0,0,0,0.0043384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Kansas",17,"KS","28602",436,386,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Kansas",17,"KS","28603",471,765,404,361,0.0013072,0,0.0013072,0,0,0,0,0.0024752,0,0.0024752,0,0,0,0,0,0,0,0,0,0,0,0,0
"472","Kansas",17,"KS","28604",122,1288,667,621,0.0031056,0.0007764,0.0007764,0,0,0,0.0007764,0.0044978,0.0014993,0.0014993,0,0,0,0.0014993,0,0.0016103,0,0,0,0,0,0,0.0016103
"473","Kansas",17,"KS","28605",236,615,307,308,0.004878,0.001626,0.001626,0,0.001626,0,0,0.009772,0.0032573,0.0032573,0,0.0032573,0,0,0,0,0,0,0,0,0,0,0
"474","Kansas",17,"KS","28606",644,339,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Nebraska",28,"NE","28607",384,1524,799,725,0.0006562,0,0,0,0,0,0.0006562,0,0,0,0,0,0,0,0,0.0013793,0,0,0,0,0,0.0013793,0
"476","Nebraska",28,"NE","28608",307,3715,1831,1883,0.0005384,0,0,0,0,0,0.0002692,0.0010923,0,0,0,0,0,0.0005461,0.0005461,0,0,0,0,0,0,0,0
"477","Nebraska",28,"NE","28609",340,3466,1770,1695,0.0008656,0,0,0.0002885,0,0.000577,0,0.0011299,0,0,0,0,0.0011299,0,0,0.00059,0,0,0.00059,0,0,0,0
"478","Colorado",6,"CO","28701",527,884,454,430,0.0033937,0,0,0,0.0011312,0.0011312,0,0.0066079,0,0,0,0.0022026,0.0022026,0,0.0022026,0,0,0,0,0,0,0,0
"479","Colorado",6,"CO","28702",233,6060,2993,3067,0.0033003,0.00033,0.0006601,0.0006601,0.0008251,0,0.000495,0.0046776,0,0.0013365,0.0010023,0.0013365,0,0.0010023,0,0.0019563,0.0006521,0,0.0003261,0.0003261,0,0,0.0006521
"480","Colorado",6,"CO","28703",240,674,347,327,0.0014837,0,0,0,0,0,0.0014837,0.0028818,0,0,0,0,0,0.0028818,0,0,0,0,0,0,0,0,0
"481","Wyoming",51,"WY","28704",331,1704,847,857,0.004108,0.0005869,0.0005869,0.0011737,0.0005869,0.0005869,0.0005869,0.0070838,0.0011806,0,0.0023613,0.0011806,0.0011806,0.0011806,0,0.0011669,0,0.0011669,0,0,0,0,0
"482","Colorado",6,"CO","28800",210,26208,13364,12844,0.0030907,0.0001526,0.0009539,0.0004197,0.0005723,0.0003053,0.000496,0.0054624,0.0002993,0.001721,0.0005238,0.0011224,0.0005238,0.0008979,0.0003741,0.0006229,0,0.0001557,0.0003114,0,7.79e-05,7.79e-05,0
"483","Colorado",6,"CO","28900",158,131074,66337,64724,0.0031204,0.0003357,0.0010147,0.0006027,0.0003891,0.0002136,0.0002975,0.0051253,0.0005276,0.0017336,0.0008442,0.0007236,0.0003919,0.0004824,0.0004221,0.0010661,0.0001391,0.0002781,0.0003554,4.64e-05,3.09e-05,0.0001082,0.0001082
"484","Kansas",17,"KS","29001",490,1393,658,735,0.0007179,0,0,0,0,0,0.0007179,0,0,0,0,0,0,0,0,0.0013605,0,0,0,0,0,0.0013605,0
"485","Kansas",17,"KS","29002",123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Kansas",17,"KS","29003",166,2801,1423,1378,0.0014281,0,0.000714,0,0,0.000714,0,0.002811,0,0.0014055,0,0,0.0014055,0,0,0,0,0,0,0,0,0,0
"487","Kansas",17,"KS","29004",246,3347,1719,1628,0.0017927,0,0.0008963,0,0,0.0005976,0.0002988,0.0029087,0,0.0011635,0,0,0.0011635,0.0005817,0,0.0006143,0,0.0006143,0,0,0,0,0
"488","Kansas",17,"KS","29005",283,5414,2751,2663,0.0003694,0,0,0,0.0001847,0,0.0001847,0.0003635,0,0,0,0.0003635,0,0,0,0.0003755,0,0,0,0,0,0.0003755,0
"489","Kansas",17,"KS","29006",265,2537,1300,1237,0.0019708,0.0003942,0.0003942,0.0003942,0.0003942,0,0.0003942,0.0023077,0.0007692,0.0007692,0,0.0007692,0,0,0,0.0016168,0,0,0.0008084,0,0,0.0008084,0
"490","Kansas",17,"KS","29007",612,653,347,306,0.0030628,0,0,0,0,0.0015314,0,0.0028818,0,0,0,0,0.0028818,0,0,0.003268,0,0,0,0,0,0,0.003268
"491","Kansas",17,"KS","29008",99,457,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Kansas",17,"KS","29101",132,1361,704,657,0.0044085,0,0,0.0007348,0,0.0007348,0.0022043,0.0085227,0,0,0.0014205,0,0.0014205,0.0042614,0.0014205,0,0,0,0,0,0,0,0
"493","Nebraska",28,"NE","29102",595,914,456,458,0.0054705,0,0.0010941,0.0010941,0,0.0021882,0.0010941,0.0109649,0,0.002193,0.002193,0,0.004386,0.002193,0,0,0,0,0,0,0,0,0
"494","Kansas",17,"KS","29103",47,859,456,403,0.0023283,0,0,0,0,0,0.0011641,0.004386,0,0,0,0,0,0.002193,0.002193,0,0,0,0,0,0,0,0
"495","Kansas",17,"KS","29104",528,4168,2135,2033,0.0021593,0,0.0002399,0.0002399,0.0002399,0.0007198,0.0007198,0.0032787,0,0.0004684,0.0004684,0,0.0014052,0.0009368,0,0.0009838,0,0,0,0.0004919,0,0.0004919,0
"496","Kansas",17,"KS","29201",270,1698,847,851,0.0017668,0,0.0005889,0,0,0,0,0.0035419,0,0.0011806,0,0,0,0,0.0023613,0,0,0,0,0,0,0,0
"497","Kansas",17,"KS","29202",377,1343,677,666,0.0022338,0,0,0,0.0007446,0.0007446,0.0007446,0.0029542,0,0,0,0.0014771,0,0.0014771,0,0.0015015,0,0,0,0,0.0015015,0,0
"498","Kansas",17,"KS","29203",368,8554,4373,4181,0.0018705,0.0001169,0.0004676,0.0002338,0.0003507,0.0002338,0.0003507,0.0029728,0.0002287,0.0009147,0.0002287,0.000686,0.0002287,0.000686,0,0.0007175,0,0,0.0002392,0,0.0002392,0,0.0002392
"499","Kansas",17,"KS","29204",610,19486,9831,9655,0.0016935,5.13e-05,0.0006158,0.0002053,0.000154,0.000154,0.000154,0.0031533,0.0001017,0.0012206,0.0003052,0.0003052,0.0003052,0.0003052,0.0006103,0.0002071,0,0,0.0001036,0,0,0,0.0001036
"500","Kansas",17,"KS","29301",662,35397,17784,17613,0.0015538,0.000226,0.000339,5.65e-05,0.000339,0.0001695,0.000226,0.0026428,0.0003374,0.0005623,0.0001125,0.0006185,0.0003374,0.0003374,0.0003374,0.0004542,0.0001136,0.0001136,0,5.68e-05,0,0.0001136,5.68e-05
"501","Kansas",17,"KS","29302",432,5564,2810,2754,0.0043134,0.0001797,0.0010784,0.0003595,0.0003595,0.0008986,0.0007189,0.0081851,0.0003559,0.0021352,0.0007117,0.0007117,0.0014235,0.0014235,0.0014235,0.0003631,0,0,0,0,0.0003631,0,0
"502","Kansas",17,"KS","29303",671,3519,1777,1742,0.0019892,0,0.0005683,0.0005683,0.0002842,0,0.0005683,0.002251,0,0.0005627,0.0005627,0.0005627,0,0.0005627,0,0.0017222,0,0.0005741,0.0005741,0,0,0.0005741,0
"503","Kansas",17,"KS","29401",452,3593,1811,1782,0.0011133,0,0.0002783,0,0,0.0002783,0,0.0022087,0,0.0005522,0,0,0.0005522,0,0.0011044,0,0,0,0,0,0,0,0
"504","Kansas",17,"KS","29402",192,3212,1602,1610,0.0012453,0,0.0003113,0.0006227,0.0003113,0,0,0.0012484,0,0.0006242,0,0.0006242,0,0,0,0.0012422,0,0,0.0012422,0,0,0,0
"505","Kansas",17,"KS","29403",40,9989,5061,4927,0.0017019,0.0001001,0.0004004,0.0002002,0.0001001,0.0003003,0.0005006,0.003359,0.0001976,0.0007904,0.0003952,0.0001976,0.0005928,0.0009879,0.0001976,0,0,0,0,0,0,0,0
"506","Kansas",17,"KS","29501",336,5467,2782,2684,0.0009146,0.0001829,0.0001829,0,0.0001829,0,0.0003658,0.0010784,0,0.0003595,0,0.0003595,0,0.0003595,0,0.0007452,0.0003726,0,0,0,0,0.0003726,0
"507","Missouri",26,"MO","29502",305,108902,54847,54054,0.00191,0.0001377,0.0007071,0.0001653,0.0002112,0.0002847,0.0002387,0.0032636,0.0002735,0.001258,0.0001641,0.0003647,0.0005105,0.0004193,0.0002735,0.0005365,0,0.000148,0.0001665,5.55e-05,5.55e-05,5.55e-05,5.55e-05
"508","Missouri",26,"MO","29503",577,10000,5061,4939,0.0011,0,2e-04,1e-04,2e-04,5e-04,1e-04,0.0021735,0,0.0003952,0.0001976,0.0003952,0.0009879,0.0001976,0,0,0,0,0,0,0,0,0
"509","Missouri",26,"MO","29504",550,5118,2563,2555,0.0009769,0.0003908,0.0001954,0,0,0.0003908,0,0.0019508,0.0007803,0.0003902,0,0,0.0007803,0,0,0,0,0,0,0,0,0,0
"510","Missouri",26,"MO","29505",483,2058,1028,1030,0.0004859,0,0,0,0,0.0004859,0,0.0009728,0,0,0,0,0.0009728,0,0,0,0,0,0,0,0,0,0
"511","Missouri",26,"MO","29506",52,1136,622,514,0.0017606,0,0,0.0008803,0,0,0.0008803,0.0032154,0,0,0.0016077,0,0,0.0016077,0,0,0,0,0,0,0,0,0
"512","Missouri",26,"MO","29601",128,17497,8899,8598,0.0019432,0.0001715,0.000743,0.0003429,0.0002858,0,0.0003429,0.0034835,0.0003371,0.0013485,0.0005619,0.0005619,0,0.0005619,0.0001124,0.0003489,0,0.0001163,0.0001163,0,0,0.0001163,0
"513","Missouri",26,"MO","29602",185,4252,2106,2146,0.0002352,0,0,0,0.0002352,0,0,0.0004748,0,0,0,0.0004748,0,0,0,0,0,0,0,0,0,0,0
"514","Missouri",26,"MO","29700",574,25490,12974,12515,0.0010985,3.92e-05,0.0003531,0.0001177,0.0002746,0.0001569,7.85e-05,0.0021582,7.71e-05,0.0006937,0.0002312,0.0005395,0.0003083,0.0001542,0.0001542,0,0,0,0,0,0,0,0
"515","Missouri",26,"MO","29800",30,7433,3776,3657,0.0009417,0.0001345,0.0001345,0.0001345,0.0002691,0.0002691,0,0.0018538,0.0002648,0.0002648,0.0002648,0.0005297,0.0005297,0,0,0,0,0,0,0,0,0,0
"516","Missouri",26,"MO","29901",298,16483,8299,8184,0.0015774,0.0001213,0.000364,0.0001213,0.000182,0.0001213,0.0004853,0.0026509,0.000241,0.000723,0.0001205,0.0003615,0.0001205,0.0008435,0.000241,0.0004888,0,0,0.0001222,0,0.0001222,0.0001222,0.0001222
"517","Missouri",26,"MO","29902",99,3423,1694,1729,0.0008764,0,0.0002921,0,0,0,0.0005843,0.001771,0,0.0005903,0,0,0,0.0011806,0,0,0,0,0,0,0,0,0
"518","Arkansas",4,"AR","30000",522,8555,4344,4211,0.0014027,0,0.0002338,0,0.0001169,0.0002338,0.0005845,0.002302,0,0.0004604,0,0.0002302,0.0004604,0.0009208,0.0002302,0.0004749,0,0,0,0,0,0.0002375,0.0002375
"519","Arkansas",4,"AR","30100",212,20316,10437,9879,0.0011321,0.0001969,0.0003446,9.84e-05,0.0002461,0,9.84e-05,0.0020121,0.0003833,0.0006707,0.0001916,0.0004791,0,9.58e-05,0.0001916,0.0002024,0,0,0,0,0,0.0001012,0.0001012
"520","Oklahoma",37,"OK","30200",420,9734,4898,4835,0.0008219,0.0001027,0.0001027,0.0001027,0.0003082,0,0.0001027,0.0014292,0,0.0002042,0.0002042,0.0006125,0,0.0002042,0.0002042,0.0002068,0.0002068,0,0,0,0,0,0
"521","Arkansas",4,"AR","30300",204,20574,10397,10176,0.0007777,0,0.0001458,0.0001458,0.0001458,0.0001944,4.86e-05,0.0012504,0,0.0002885,9.62e-05,0.0002885,0.0003847,9.62e-05,9.62e-05,0.0002948,0,0,0.0001965,0,0,0,9.83e-05
"522","Oklahoma",37,"OK","30401",589,4402,2223,2179,0.0020445,0.0002272,0.0006815,0.0004543,0.0004543,0,0.0002272,0.0040486,0.0004498,0.0013495,0.0008997,0.0008997,0,0.0004498,0,0,0,0,0,0,0,0,0
"523","Oklahoma",37,"OK","30402",621,57937,29121,28813,0.0019331,8.63e-05,0.0003797,0.0002589,0.0002589,0.0002071,0.0005868,0.0030562,6.87e-05,0.0006868,0.0003777,0.0005151,0.0003777,0.0007898,0.0002404,0.0007983,0.0001041,6.94e-05,0.0001388,0,3.47e-05,0.0003818,6.94e-05
"524","Oklahoma",37,"OK","30403",443,3118,1596,1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
