"","char.par_state","num.par_state","char.par_stateabbrv","num.par_cz","char.par_czname","num.kid_count","num.kid_count_g_m","num.kid_count_g_f","num.inventor","log.num.inventor.na","num.inventor_cat_1","num.inventor_cat_2","num.inventor_cat_3","num.inventor_cat_4","num.inventor_cat_5","num.inventor_cat_6","num.inventor_g_m","log.num.inventor.g.m.na","num.inventor_cat_1_g_m","num.inventor_cat_2_g_m","num.inventor_cat_3_g_m","num.inventor_cat_4_g_m","num.inventor_cat_5_g_m","num.inventor_cat_6_g_m","num.inventor_cat_7_g_m","num.inventor_g_f","log.num.inventor.g.f.na","num.inventor_cat_1_g_f","num.inventor_cat_2_g_f","num.inventor_cat_3_g_f","num.inventor_cat_4_g_f","num.inventor_cat_5_g_f","num.inventor_cat_6_g_f","num.inventor_cat_7_g_f"
"204","Indiana",15,"IN",13900,"Center",12500,6361,6139,0.00224,-6.10127941311519,0.00024,0.00064,0.00016,0.00032,4e-04,4e-04,0.0036158,-5.62244214771636,0.0003144,0.0011005,0.0001572,0.0006288,0.000786,0.0004716,0.0001572,0.0008145,-7.11293612992217,0.0001629,0.0001629,0.0001629,0,0,0.0003258,0
"205","Indiana",15,"IN",14000,"Muncie",24498,12510,11987,0.0014695,-6.5228330721053,0.0001633,0.0001633,0.0004082,4.08e-05,8.16e-05,0.0005307,0.0023181,-6.06700739435663,0.0003197,0.0002398,0.0005596,7.99e-05,7.99e-05,0.0010392,0,0.000584,-7.44560957513605,0,8.34e-05,0.0002503,0,8.34e-05,0,0.0001668
"206","Indiana",15,"IN",14100,"Fort Wayne",37157,18740,18416,0.0028258,-5.86896376863257,8.07e-05,0.0004306,0.0007266,0.0004575,0.0003499,0.0005652,0.005016,-5.29512247565152,0.0001601,0.0008004,0.0012807,0.0009072,0.0005336,0.0009605,0.0003735,0.0005973,-7.42309105822601,0,5.43e-05,0.0001629,0,0.0001629,0.0001629,5.43e-05
"207","Indiana",15,"IN",14200,"Indianapolis",91085,45842,45242,0.0025251,-5.98147461307863,0.0001757,0.0006477,0.0005819,0.0002525,0.0002525,0.0004611,0.0041883,-5.47546035530156,0.0002618,0.001178,0.0008071,0.0005017,0.0004145,0.0007635,0.0002618,0.0008399,-7.08222772083269,8.84e-05,0.0001105,0.0003537,0,8.84e-05,0.0001547,4.42e-05
"208","Indiana",15,"IN",14300,"Columbus",10051,5070,4979,0.0027858,-5.88322019371034,9.95e-05,0.0006964,0.000398,0.000398,0.000398,0.000597,0.0045365,-5.39559948935459,0,0.0013807,0.000789,0.0005917,0.000789,0.000789,0.0001972,0.0010042,-6.90356407436367,0.0002008,0,0,0.0002008,0,0.0004017,0.0002008
"209","Indiana",15,"IN",14400,"Terre Haute",15727,7991,7736,0.0020983,-6.16662778590362,0.0001908,0.0005087,0.0004451,0.0003179,0.0002543,0.0001908,0.0032537,-5.72796246865794,0.0002503,0.0010011,0.0003754,0.0006257,0.0003754,0.0002503,0.0003754,0.0009049,-7.00768611760719,0.0001293,0,0.0005171,0,0.0001293,0.0001293,0
"210","Indiana",15,"IN",14500,"Lafayette",20475,10544,9931,0.0028816,-5.84940958354258,9.77e-05,0.0006838,0.0009768,0.0003907,0.0002442,0.000293,0.004742,-5.35129629133892,0.0001897,0.0012329,0.0015175,0.0007587,0.0003794,0.0004742,0.0001897,0.0009063,-7.00614018090354,0,0.0001007,0.0004028,0,0.0001007,0.0001007,0.0002014
"211","Indiana",15,"IN",14600,"Bloomington",15066,7703,7363,0.0022567,-6.09385170978641,6.64e-05,0.0003982,0.0006637,0.0003982,0.0002655,0.0003319,0.0041542,-5.48363540832227,0.0001298,0.0007789,0.0012982,0.0007789,0.0005193,0.0005193,0.0001298,0.0002716,-8.21118016227973,0,0,0,0,0,0.0001358,0.0001358
"212","Indiana",15,"IN",14700,"Evansville",25024,12551,12473,0.0033967,-5.68495090692108,0.0001998,0.0007593,0.0003597,0.0004795,0.0004795,0.0008792,0.0053382,-5.2328667614855,0.000239,0.0012748,0.000478,0.0008764,0.0008764,0.0011951,0.0003984,0.0014431,-6.54096170152224,0.0001603,0.0002405,0.0002405,8.02e-05,8.02e-05,0.0005612,8.02e-05
"213","Illinois",14,"IL",14801,"Olney",3587,1815,1772,0.0019515,-6.2391569713436,0.0002788,0,0.0008364,0,0.0008364,0,0.0027548,-5.89441043429373,0.000551,0,0.000551,0,0.0016529,0,0,0.0011287,-6.78668875100269,0,0,0.0011287,0,0,0,0
"215","Indiana",15,"IN",14900,"Gary",45245,22789,22454,0.0019008,-6.26548042879595,0.0001768,0.000442,0.0003094,0.0001547,0.0002873,0.0003315,0.0030278,-5.7999189957865,0.0001755,0.0007899,0.0003949,0.0002633,0.0005266,0.0005266,0.000351,0.0007571,-7.18601521285501,0.0001781,8.91e-05,0.0002227,4.45e-05,4.45e-05,0.0001336,4.45e-05
"216","Ohio",36,"OH",15000,"Canton",44976,22527,22436,0.002468,-6.004347172939,0.000289,0.0004002,0.0002446,0.0003113,0.0004447,0.0004669,0.0041728,-5.47916800567199,0.0004883,0.0006659,0.0002663,0.0005771,0.000799,0.0008434,0.0005327,0.0007577,-7.18522302902695,8.91e-05,0.0001337,0.0002229,4.46e-05,8.91e-05,8.91e-05,8.91e-05
"217","Ohio",36,"OH",15100,"Lorain",28322,14281,14038,0.002295,-6.07702243546963,0.0002118,0.0005296,0.0001765,0.0001059,0.0005649,0.0005296,0.0039213,-5.54133204750466,0.0003501,0.0010503,0.0002101,0.00014,0.0009803,0.0009803,0.0002101,0.0006411,-7.35232510697106,7.12e-05,0,0.0001425,7.12e-05,0.0001425,7.12e-05,0.0001425
"218","Ohio",36,"OH",15200,"Cleveland",157087,78854,78219,0.0028901,-5.84646417538031,0.0003183,0.0007193,0.0004138,0.0003501,0.0003883,0.000452,0.004502,-5.4032335364976,0.0004565,0.0012808,0.0004946,0.000596,0.0006468,0.0006975,0.0003297,0.0012657,-6.67212995016587,0.000179,0.0001534,0.0003324,0.0001023,0.0001278,0.0002046,0.0001662
"219","West Virginia",49,"WV",15300,"Parkersburg",12640,6448,6192,0.0013449,-6.61143561813477,0.0004747,0.0002373,0.0002373,7.91e-05,7.91e-05,0.0001582,0.0015509,-6.46891987139887,0.0006203,0.0001551,0.0001551,0.0001551,0.0001551,0.0003102,0,0.0011305,-6.78509526624625,0.000323,0.000323,0.000323,0,0,0,0.0001615
"220","Ohio",36,"OH",15400,"Zanesville",12825,6414,6411,0.0007018,-7.26186209481516,7.8e-05,0.0002339,0,0,7.8e-05,0.0003119,0.0010914,-6.82029400321214,0,0.0004677,0,0,0.0001559,0.0004677,0,0.000312,-8.07250737015479,0.000156,0,0,0,0,0.000156,0
"222","West Virginia",49,"WV",15600,"Wheeling",11381,5683,5698,0.0015816,-6.44931828610787,0.0001757,0.0003515,0.0001757,0.0003515,0.0001757,0.0002636,0.0029914,-5.81201377373905,0.000176,0.0007039,0.0003519,0.0007039,0.0003519,0.0005279,0.000176,0.0001755,-8.64787151505835,0.0001755,0,0,0,0,0,0
"224","Ohio",36,"OH",15800,"Athens",7910,3962,3947,0.0013906,-6.57801997029936,0,0.0003793,0.0001264,0.0001264,0.0001264,0.0005057,0.0020192,-6.20505388561738,0,0.0007572,0,0.0002524,0,0.0007572,0.0002524,0.0007601,-7.18206055439228,0,0,0.0002534,0,0.0002534,0.0002534,0
"225","Ohio",36,"OH",15900,"Columbus",94011,47063,46934,0.0024252,-6.0218412837667,0.0002127,0.0006489,0.0003297,0.0003085,0.0003404,0.0003617,0.0041646,-5.48113504639068,0.00034,0.0011899,0.00051,0.0006162,0.0006162,0.0005525,0.00034,0.0006818,-7.29077419826047,8.52e-05,0.0001065,0.0001491,0,6.39e-05,0.0001705,0.0001065
"226","Ohio",36,"OH",16000,"Mansfield",20573,10429,10144,0.0019929,-6.21816441462497,0.000243,0.000243,0.0001458,0.0002916,0.0004861,0.0003403,0.0032601,-5.72599740922736,0.0003835,0.0004794,0.0001918,0.0003835,0.0007671,0.0006712,0.0003835,0.0006901,-7.27867404333772,9.86e-05,0,9.86e-05,0.0001972,0.0001972,0,9.86e-05
"227","Pennsylvania",39,"PA",16100,"State College",15970,8115,7855,0.0025673,-5.96490051598243,0.0004383,0.000814,0.0001252,0.0005009,0.0003131,0.0003131,0.0041898,-5.47510227888423,0.0008626,0.0011091,0.0001232,0.0008626,0.0004929,0.0006161,0.0001232,0.0008912,-7.02294168879125,0,0.0005092,0.0001273,0.0001273,0.0001273,0,0
"228","Pennsylvania",39,"PA",16200,"Altoona",24676,12371,12304,0.0016615,-6.40003447016962,4.05e-05,0.0006079,0.0001621,0.0002837,0.0001621,0.0002837,0.0028292,-5.86776129280244,8.08e-05,0.00097,0.0002425,0.0005658,0.0003233,0.0004042,0.0002425,0.0004876,-7.62601516035716,0,0.0002438,8.13e-05,0,0,0.0001625,0
"229","Pennsylvania",39,"PA",16300,"Pittsburgh",140754,70923,69819,0.0031118,-5.77255394208341,0.0003268,0.0007957,0.0004902,0.0004192,0.0003481,0.0005826,0.0048503,-5.32871472027563,0.0003948,0.0013536,0.0006486,0.0007614,0.0006345,0.000846,0.0002115,0.0013463,-6.61039518997909,0.0002578,0.0002292,0.0003294,7.16e-05,5.73e-05,0.0003151,8.59e-05
"230","Ohio",36,"OH",16400,"Youngstown",48581,24210,24365,0.0019349,-6.24769963342239,0.000247,0.000494,0.000247,0.0003088,0.0002264,0.0003499,0.002974,-5.81784743094417,0.0003717,0.0008261,0.0002891,0.0004957,0.0004131,0.000537,4.13e-05,0.0009029,-7.00989875265084,0.0001231,0.0001642,0.0002052,0.0001231,4.1e-05,0.0001642,8.21e-05
"231","Pennsylvania",39,"PA",16500,"Erie",41243,20912,20331,0.0028611,-5.8565491127113,0.0003395,0.0004364,0.0004122,0.0004122,0.0004122,0.0006789,0.0049732,-5.30369178288549,0.0004782,0.0008129,0.000526,0.0007173,0.0007651,0.0013389,0.0003347,0.0006886,-7.28085000705985,0.0001967,4.92e-05,0.0002951,9.84e-05,4.92e-05,0,0
"232","Virginia",47,"VA",16600,"Roanoke",22913,11646,11267,0.0024004,-6.03211988884892,0.0001309,0.0008292,0.0003491,0.0003928,0.0003055,0.0003055,0.0041216,-5.49151384149429,0.0002576,0.0015456,0.0005152,0.0006011,0.0005152,0.0005152,0.0001717,0.0006213,-7.38369650089463,0,8.88e-05,0.0001775,0.0001775,8.88e-05,8.88e-05,0
"233","West Virginia",49,"WV",16701,"Elkins",3281,1694,1587,0.0018287,-6.30414994708369,0.0003048,0.0009144,0.0003048,0.0003048,0,0,0.0023613,-6.04854296414776,0.0005903,0.0005903,0.0005903,0.0005903,0,0,0,0.0012602,-6.67648484045632,0,0.0012602,0,0,0,0,0
"234","West Virginia",49,"WV",16702,"Morgantown",14005,6992,7013,0.0015709,-6.45610657545838,0,0.000357,0.0002142,0.0005712,7.14e-05,0.000357,0.0021453,-6.14447587624181,0,0.0005721,0.000286,0.0010011,0.000143,0.000143,0,0.0009981,-6.90965708627173,0,0.0001426,0.0001426,0.0001426,0,0.0005704,0
"236","West Virginia",49,"WV",16801,"Beckley",9564,4792,4771,0.0006274,-7.3739262622077,0,0.0003137,0,0.0001046,0.0001046,0.0001046,0.0008347,-7.08843817910758,0,0.000626,0,0,0,0.0002087,0,0.0004192,-7.77716242495744,0,0,0,0.0002096,0.0002096,0,0
"237","West Virginia",49,"WV",16802,"Summersville",3105,1564,1541,0.0006441,-7.34765656441143,0,0.0003221,0,0.0003221,0,0,0.0006394,-7.35498032133853,0,0.0006394,0,0,0,0,0,0.0006489,-7.34023193633715,0,0,0,0.0006489,0,0,0
"238","West Virginia",49,"WV",16901,"Charleston",19655,10051,9604,0.0012719,-6.66724343350683,0.0003053,0.000407,0.0001526,5.09e-05,0.0001526,5.09e-05,0.0019899,-6.21967089276465,0.000597,0.0006964,9.95e-05,9.95e-05,0.000199,9.95e-05,0.000199,0.0005206,-7.56052856540381,0,0.0001041,0.0002082,0,0.0001041,0,0.0001041
"240","Kentucky",18,"KY",17000,"Pikeville",11480,5733,5747,0.0005226,-7.55669420487776,0,0.0002613,8.71e-05,0,0,0.0001742,0.0008721,-7.04460646173133,0,0.0003489,0.0001744,0,0,0.0003489,0,0.000174,-8.65645525874974,0,0.000174,0,0,0,0,0
"241","Kentucky",18,"KY",17100,"Huntington",18863,9512,9351,0.0008482,-7.07239410092378,0.000106,0.0002121,0.000106,0.000159,5.3e-05,0.000106,0.0011564,-6.76244354782208,0.0002103,0.0004205,0.0001051,0.0001051,0.0001051,0.0002103,0,0.0005347,-7.53380471600959,0,0,0.0001069,0.0002139,0,0,0.0002139
"242","Virginia",47,"VA",17200,"Harrisonburg",9003,4510,4493,0.001444,-6.5403382385115,0.0002221,0.0003332,0.0003332,0,0.0001111,0.0003332,0.002439,-6.01616715974835,0.0002217,0.0006652,0.0006652,0,0.0002217,0.0004435,0.0002217,0.0004451,-7.71721158194247,0.0002226,0,0,0,0,0.0002226,0
"244","Pennsylvania",39,"PA",17400,"Hagerstown",22690,11402,11288,0.0015425,-6.47435080218473,4.41e-05,0.0006611,0.0001322,0.0002204,8.81e-05,0.0002644,0.0026311,-5.94035326928444,8.77e-05,0.0012279,8.77e-05,0.0004385,0,0.0005262,0.0002631,0.0004429,-7.72216654703512,0,8.86e-05,0.0001772,0,0.0001772,0,0
"245","Maryland",21,"MD",17501,"Cumberland",8691,4361,4330,0.0013807,-6.58516466204217,0.0003452,0.0001151,0.0002301,0.0001151,0.0001151,0.0004602,0.0020637,-6.1832547907642,0.0002293,0.0002293,0.0004586,0.0002293,0.0002293,0.0006879,0,0.0006928,-7.27476920071605,0.0004619,0,0,0,0,0.0002309,0
"247","Virginia",47,"VA",17600,"Charlottesville",13762,7000,6762,0.0016713,-6.3941535122694,0,0.000872,0.000218,0.0003633,7.27e-05,0.0001453,0.0028571,-5.85794815459596,0,0.0014286,0.0002857,0.0007143,0.0001429,0.0002857,0,0.0004437,-7.72036189957941,0,0.0002958,0.0001479,0,0,0,0
"248","New York",33,"NY",17700,"Syracuse",66378,33675,32702,0.0031185,-5.7704031619981,0.0003314,0.000934,0.0003917,0.0003465,0.0004218,0.0004972,0.0050483,-5.28870372603207,0.0005642,0.0016333,0.0004751,0.0005939,0.0007424,0.0007721,0.0002376,0.0011314,-6.78429947505522,9.17e-05,0.0002141,0.0003058,9.17e-05,9.17e-05,0.0002141,0.0001223
"249","New York",33,"NY",17800,"Oneonta",9800,4971,4829,0.002449,-6.01207550101211,0.0004082,0.0004082,0.0002041,0.0005102,0.0003061,0.0005102,0.0040233,-5.51565281757927,0.0006035,0.0004023,0.0002012,0.0010058,0.0006035,0.0010058,0.0002012,0.0008283,-7.09613515036006,0.0002071,0.0004142,0.0002071,0,0,0,0
"250","New York",33,"NY",17900,"Union",18033,9265,8768,0.0038818,-5.55145631539765,0.0001664,0.0013863,0.0004436,0.0005545,0.0008873,0.0002773,0.0059363,-5.12666923531056,0.0003238,0.0022666,0.0003238,0.0009714,0.001619,0.0002159,0.0002159,0.0017108,-6.37079418161152,0,0.0004562,0.0005703,0.0001141,0.0001141,0.0003422,0.0001141
"251","New York",33,"NY",18000,"Buffalo",140607,70855,69746,0.0032217,-5.73784610843199,0.0003058,0.0009246,0.0003983,0.0004552,0.0004836,0.0004481,0.0051937,-5.26030892636233,0.0004657,0.0016089,0.000494,0.0007621,0.0007621,0.0007198,0.0003811,0.0012187,-6.70997056213482,0.0001434,0.0002294,0.0003011,0.0001434,0.0002007,0.0001721,2.87e-05
"252","New York",33,"NY",18100,"Elmira",20459,10263,10195,0.0042524,-5.46027174954982,0.0005377,0.0010264,0.0005865,0.0004399,0.0006354,0.0009287,0.0069181,-4.97361411352682,0.0007795,0.0017539,0.0004872,0.0007795,0.0012667,0.0017539,9.74e-05,0.0015694,-6.4570618982709,0.0002943,0.0002943,0.0006866,9.81e-05,0,9.81e-05,9.81e-05
"253","New York",33,"NY",18201,"Olean",12875,6575,6299,0.0026408,-5.93667337742529,0.000466,0.000466,0.0003883,0.000466,7.77e-05,0.0005437,0.003346,-5.6999896764175,0.0006084,0.0004563,0.0003042,0.0007605,0.0001521,0.0009125,0.0001521,0.0019051,-6.26322077834288,0.0003175,0.0004763,0.0004763,0.0001588,0,0.0001588,0.0003175
"254","Pennsylvania",39,"PA",18202,"St. Marys",2852,1433,1419,0.0035063,-5.65319392854539,0.0007013,0,0,0,0.0010519,0.0003506,0.0062805,-5.07030568383697,0.0006978,0,0,0,0.0020935,0.0006978,0.0027913,0.0007047,-7.2577383776313,0.0007047,0,0,0,0,0,0
"255","New York",33,"NY",18300,"Watertown",15924,8024,7900,0.00157,-6.45667965962192,0.0003768,0.0001884,0.0001884,0.0001884,0.0003768,0.0001256,0.001994,-6.21761260744249,0.0002493,0.0003739,0.0001246,0.0002493,0.0006231,0.0002493,0.0001246,0.0011392,-6.77742901730656,0.0005063,0,0.0002532,0.0001266,0.0001266,0,0.0001266
"256","New York",33,"NY",18400,"Plattsburgh",10081,5094,4987,0.0020831,-6.17389811017441,0.0002976,0.0008928,0.0005952,9.92e-05,9.92e-05,9.92e-05,0.0035336,-5.64543809768196,0.0003926,0.0015705,0.0009815,0.0001963,0.0001963,0.0001963,0,0.0006016,-7.41591778532864,0.0002005,0.0002005,0.0002005,0,0,0,0
"257","New York",33,"NY",18500,"Amsterdam",7180,3593,3587,0.001532,-6.48118120766374,0.0001393,0.0004178,0.0001393,0.0001393,0,0.0005571,0.0025049,-5.98950646540182,0,0.000835,0,0.0002783,0,0.0011133,0.0002783,0.0005576,-7.49186869851796,0.0002788,0,0.0002788,0,0,0,0
"258","New York",33,"NY",18600,"Albany",58802,29744,29055,0.0032822,-5.71924134971875,0.0004081,0.0008673,0.0004081,0.0004592,0.0004252,0.0005272,0.0054801,-5.20663193001353,0.0006388,0.0014793,0.0005379,0.0008741,0.0007396,0.0008405,0.0003698,0.0010325,-6.87577223312909,0.0001721,0.0002409,0.0002753,3.44e-05,0.0001033,0.0002065,0
"259","Pennsylvania",39,"PA",18700,"Sunbury",11272,5712,5560,0.0021292,-6.15200895666567,0.0002661,0.0004436,0.0001774,0.0003549,0.0001774,0.000621,0.0033263,-5.70589470384247,0.0001751,0.0007003,0.0001751,0.0007003,0.0003501,0.0012255,0,0.0008993,-7.0138938750438,0.0003597,0.0001799,0.0001799,0,0,0,0.0001799
"260","Pennsylvania",39,"PA",18800,"Scranton",47498,24067,23430,0.0021475,-6.14345090410586,0.0003579,0.0006106,0.0002947,0.0002316,0.0002316,0.000379,0.0034487,-5.6697579305444,0.0004986,0.0009972,0.0004155,0.0004571,0.0004571,0.0005402,8.31e-05,0.0008109,-7.11736581601376,0.0002134,0.0002134,0.0001707,0,0,0.0002134,0
"261","Pennsylvania",39,"PA",18900,"Williamsport",13802,6862,6940,0.0021011,-6.16529426186927,0.0002898,0.0003623,0.0002174,0.0002898,0.0002898,0.0003623,0.003789,-5.57565314694567,0.0005829,0.0005829,0.0004372,0.0004372,0.0005829,0.0007287,0.0004372,0.0004323,-7.74639076629069,0,0.0001441,0,0.0001441,0,0,0.0001441
"262","Pennsylvania",39,"PA",19000,"Allentown",35352,17809,17541,0.0036773,-5.60557649173985,0.000396,0.0010749,0.0006789,0.000396,0.0004243,0.0004243,0.0057274,-5.16249360341366,0.0005054,0.001853,0.00073,0.00073,0.0007861,0.00073,0.0003931,0.0015963,-6.44006682769384,0.000285,0.000285,0.0006271,5.7e-05,5.7e-05,0.000114,0.000171
"263","Pennsylvania",39,"PA",19100,"Reading",64866,32702,32160,0.0025437,-5.97413556498621,0.0003083,0.0004317,0.0005396,0.0003237,0.000185,0.0005704,0.0041588,-5.48252870786046,0.0005198,0.0007645,0.0006116,0.0006116,0.0003058,0.0010091,0.0003364,0.0009017,-7.01122868745841,9.33e-05,9.33e-05,0.0004664,3.11e-05,6.22e-05,0.0001244,3.11e-05
"264","Pennsylvania",39,"PA",19200,"Harrisburg",61508,30816,30690,0.0025037,-5.98998564122858,0.0001463,0.0007641,0.0003252,0.0005203,0.0002276,0.0004227,0.0041861,-5.47598576608935,0.0002272,0.001298,0.0004219,0.0009411,0.0004543,0.000649,0.0001947,0.0008146,-7.11281336274996,6.52e-05,0.0002281,0.0002281,9.78e-05,0,0.0001955,0
"265","New York",33,"NY",19300,"Poughkeepsie",49123,24744,24373,0.0027482,-5.8968091270666,0.0003054,0.0009568,0.0004071,0.0003257,0.0002646,0.0003461,0.0042435,-5.46236687855454,0.000485,0.0015357,0.0005658,0.0004446,0.0005254,0.0004446,0.0002425,0.0012309,-6.70000966984802,0.0001231,0.0003693,0.0002462,0.0002051,0,0.0002462,4.1e-05
"266","New York",33,"NY",19400,"New York",477899,237455,240383,0.0018958,-6.26811436594533,0.0001235,0.0006989,0.0003034,0.000159,0.0001486,0.0003055,0.0029985,-5.80964311535571,0.0001769,0.0012381,0.0003453,0.0002864,0.0002653,0.000459,0.000219,0.000807,-7.12218688969433,7.07e-05,0.0001664,0.0002621,3.33e-05,3.33e-05,0.0001539,8.74e-05
"267","New Jersey",31,"NJ",19500,"Toms River",59250,29866,29380,0.0029367,-5.83046877702878,0.0003544,0.0007426,0.0004726,0.0003544,0.0003038,0.0004557,0.0041854,-5.47615300015771,0.0005357,0.0011384,0.0004688,0.0006362,0.0005022,0.0006697,0.0002344,0.0016678,-6.39624988631139,0.0001702,0.0003404,0.0004765,6.81e-05,0.0001021,0.0002383,0.0002723
"268","New Jersey",31,"NJ",19600,"Newark",271995,135300,136646,0.0032905,-5.7167157500681,0.0003015,0.0011287,0.0006875,0.0003125,0.000261,0.0004118,0.0051515,-5.26846734457915,0.0004656,0.0020325,0.000813,0.0005174,0.0004878,0.0005987,0.0002365,0.001449,-6.53688161564359,0.000139,0.0002342,0.0005635,0.0001098,3.66e-05,0.0002269,0.000139
"269","Pennsylvania",39,"PA",19700,"Philadelphia",309343,154868,154442,0.002279,-6.08401852871859,0.0002295,0.000708,0.0004396,0.0001972,0.0002295,0.0003847,0.0036354,-5.61703613278528,0.0003229,0.0012914,0.0005553,0.0003293,0.0004003,0.0005941,0.0001421,0.000913,-6.99877467736931,0.000136,0.0001165,0.0003237,6.47e-05,5.83e-05,0.0001748,3.88e-05
"270","Delaware",8,"DE",19800,"Wilmington",33005,16641,16363,0.002636,-5.93849266234188,0.0003333,0.0008484,0.0004545,0.0003636,0.0002424,0.0003636,0.0043267,-5.44295015224373,0.0004807,0.0013821,0.0006009,0.000661,0.0004807,0.000661,6.01e-05,0.0009167,-6.99473029299654,0.0001833,0.0003056,0.0003056,6.11e-05,0,6.11e-05,0
"271","Delaware",8,"DE",19901,"Dover",24471,12347,12124,0.0013077,-6.63948541005182,0.0001635,0.0002043,0.0004086,8.17e-05,0.0001635,0.0002861,0.0021058,-6.16305983654162,0.000324,0.000405,0.0004859,0.000162,0.000324,0.000405,0,0.0004949,-7.61115483600643,0,0,0.0003299,0,0,0.000165,0
"272","Maryland",21,"MD",19902,"Easton",8635,4360,4274,0.0012739,-6.66567221784853,0,0.0003474,0.0002316,0.0002316,0.0002316,0.0001158,0.0018349,-6.30076529487337,0,0.0004587,0,0.0004587,0.0004587,0.0002294,0.0002294,0.0007019,-7.2617196142279,0,0.000234,0.0004679,0,0,0,0
"274","Maine",20,"ME",20001,"Bangor",17422,8735,8687,0.0021238,-6.15454834199453,0.0001722,0.0003444,0.0004018,0.0004018,0.0005166,0.0002296,0.00332,-5.70779049605374,0.0003434,0.0004579,0.0005724,0.0005724,0.0009159,0.0003434,0.0001145,0.0009209,-6.99015910523695,0,0.0002302,0.0002302,0.0002302,0.0001151,0.0001151,0
"276","Maine",20,"ME",20003,"Presque Isle",4734,2395,2339,0.0014787,-6.51659195558483,0.0002112,0.0004225,0.0004225,0,0.0002112,0.0002112,0.0020877,-6.17169229744536,0.0004175,0.0008351,0,0,0.0004175,0.0004175,0,0.0008551,-7.06429213680236,0,0,0.0008551,0,0,0,0
"277","Maine",20,"ME",20100,"Portland",41647,21012,20632,0.0026893,-5.91847434228061,0.0003602,0.0007444,0.0003842,0.0003121,0.0001921,0.0005523,0.0040929,-5.49850151372734,0.0005235,0.0012374,0.0004759,0.0004759,0.0002856,0.0008567,0.000238,0.0012602,-6.67648484045632,0.0001939,0.0002423,0.0002908,0.0001454,9.69e-05,0.0002423,4.85e-05
"278","Vermont",46,"VT",20200,"Burlington",19023,9539,9483,0.0041529,-5.48394839360247,0.0002628,0.0013142,0.0005257,0.0007885,0.0004205,0.000736,0.0070238,-4.95845089685881,0.0004193,0.0023063,0.000629,0.0013628,0.0008387,0.0013628,0.0001048,0.0012654,-6.67236700125149,0.0001055,0.0003164,0.0004218,0.0002109,0,0.0001055,0.0001055
"279","Vermont",46,"VT",20301,"Berlin",6264,3169,3095,0.002235,-6.1035140509166,0.0003193,0.0006386,0.0001596,0.0001596,0.0001596,0.0006386,0.0037867,-5.57626035157908,0.0003156,0.0009467,0.0003156,0.0003156,0.0003156,0.0012622,0.0003156,0.0006462,-7.34440150457388,0.0003231,0.0003231,0,0,0,0,0
"280","Vermont",46,"VT",20302,"Claremont",16651,8509,8141,0.0029428,-5.82839376990616,0.0001802,0.0009609,0.0003603,0.0003603,0.0003603,0.0006006,0.005171,-5.26468918556805,0.0003526,0.0016453,0.0007051,0.0005876,0.0007051,0.0010577,0.0001175,0.0006142,-7.39518994995755,0,0.0002457,0,0.0001228,0,0.0001228,0.0001228
"281","Rhode Island",40,"RI",20401,"Providence",80887,40742,40141,0.002658,-5.93018131869108,0.0001731,0.0008283,0.000408,0.000272,0.0003585,0.0003956,0.0041481,-5.48510488090159,0.00027,0.0014972,0.0005154,0.0003927,0.0006873,0.0005645,0.0002209,0.001146,-6.77147766068959,7.47e-05,0.0001495,0.0002989,0.0001495,2.49e-05,0.0002242,0.0002242
"284","Massachusetts",22,"MA",20500,"Boston",235108,117888,117203,0.003828,-5.56541280539143,0.0002807,0.0012675,0.0007911,0.0005529,0.0002977,0.0004253,0.0059463,-5.12498610159221,0.0003817,0.002214,0.0009585,0.0009161,0.0005174,0.0006616,0.0002969,0.0016894,-6.38338184267088,0.0001792,0.0003157,0.0006229,0.0001792,7.68e-05,0.0001877,0.000128
"285","New Hampshire",30,"NH",20600,"Manchester",71356,35758,35596,0.0036017,-5.62634932275968,0.0003083,0.0010791,0.0006867,0.0005606,0.0003924,0.0004204,0.0056491,-5.17625903854751,0.0005034,0.0018737,0.0007551,0.0010068,0.0006991,0.0006152,0.0001958,0.0015451,-6.4726666458079,0.0001124,0.0002809,0.000618,0.0001124,8.43e-05,0.0002247,0.0001124
"286","New Hampshire",30,"NH",20700,"Keene",7439,3855,3584,0.0038984,-5.54718906643498,0.0004033,0.0006721,0.000941,0.0008066,0.0002689,0.0004033,0.0054475,-5.2125984911455,0.0005188,0.0007782,0.0010376,0.0015564,0.0005188,0.0005188,0.0005188,0.0022321,-6.10481243259931,0.000279,0.000558,0.0008371,0,0,0.000279,0.000279
"287","Massachusetts",22,"MA",20800,"Springfield",36795,18402,18390,0.003207,-5.74241935827112,0.0003261,0.000924,0.0004348,0.0003805,0.0004077,0.0006794,0.0053799,-5.22508549234179,0.0005978,0.0015216,0.0007608,0.0005978,0.0005978,0.0011955,0.0001087,0.0010332,-6.87509449674259,5.44e-05,0.0003263,0.0001088,0.0001631,0.0002175,0.0001631,0
"288","Connecticut",7,"CT",20901,"Bridgeport",171565,86019,85522,0.0032641,-5.72477120509469,0.0003322,0.0009326,0.0006062,0.000443,0.000408,0.0003439,0.0052082,-5.25752097235547,0.000465,0.0015578,0.000744,0.0008138,0.0007324,0.0005813,0.0003139,0.0013096,-6.63803353190735,0.0001988,0.000304,0.0004677,7.02e-05,8.19e-05,0.0001052,8.19e-05
