"","char.par_state","num.par_state","char.par_stateabbrv","num.par_cz","char.par_czname","num.kid_count","num.kid_count_g_m","num.kid_count_g_f","num.inventor","log.num.inventor.na","num.inventor_cat_1","num.inventor_cat_2","num.inventor_cat_3","num.inventor_cat_4","num.inventor_cat_5","num.inventor_cat_6","num.inventor_g_m","log.num.inventor.g.m.na","num.inventor_cat_1_g_m","num.inventor_cat_2_g_m","num.inventor_cat_3_g_m","num.inventor_cat_4_g_m","num.inventor_cat_5_g_m","num.inventor_cat_6_g_m","num.inventor_cat_7_g_m","num.inventor_g_f","log.num.inventor.g.f.na","num.inventor_cat_1_g_f","num.inventor_cat_2_g_f","num.inventor_cat_3_g_f","num.inventor_cat_4_g_f","num.inventor_cat_5_g_f","num.inventor_cat_6_g_f","num.inventor_cat_7_g_f"
"601","Texas",44,"TX",33500,"Texarkana",15302,7746,7553,0.0005882,-7.43844353184438,6.54e-05,0.0001961,0,0,0.0001307,0.0001961,0.0010328,-6.87548171843184,0,0.0003873,0,0,0.0002582,0.0003873,0,0.0001324,-8.92968291446137,0.0001324,0,0,0,0,0,0
"602","Oklahoma",37,"OK",33601,"Lawton",11109,5603,5505,0.0012602,-6.67648484045632,0.00018,9e-05,9e-05,9e-05,9e-05,0.0005401,0.0019632,-6.23317948400763,0.000357,0.0001785,0.0001785,0.0001785,0.0001785,0.0007139,0.0001785,0.000545,-7.51472476330103,0,0,0,0,0,0.0003633,0.0001817
"607","Oklahoma",37,"OK",33802,"Chickasha",5046,2554,2490,0.0013872,-6.580467951938,0,0.0003964,0,0.0001982,0.0001982,0.0003964,0.0023493,-6.05363786753927,0,0.0007831,0,0,0.0003915,0.0007831,0.0003915,0.0004016,-7.82005398958675,0,0,0,0.0004016,0,0,0
"608","Oklahoma",37,"OK",33803,"Oklahoma City",72468,36475,35951,0.0014627,-6.52747123607123,9.66e-05,0.0004416,0.0001656,0.0001242,0.000207,0.0003588,0.0026319,-5.94004926016183,0.0001645,0.0007951,0.0002742,0.0002467,0.0003838,0.0006854,8.22e-05,0.0002782,-8.18717027847493,2.78e-05,8.34e-05,5.56e-05,0,2.78e-05,2.78e-05,5.56e-05
"609","Oklahoma",37,"OK",33901,"Ada",4034,2096,1938,0.0014874,-6.51072564969507,0.0004958,0.0004958,0,0.0002479,0,0.0002479,0.0023855,-6.03834653300811,0.0004771,0.0009542,0,0.0004771,0,0.0004771,0,0.000516,-7.56940379248271,0.000516,0,0,0,0,0,0
"614","Alaska",2,"AK",34102,"Anchorage",25004,12723,12281,0.0019597,-6.23496387867927,0.00016,0.0005599,0.00012,0.0003199,0.00024,0.0003599,0.0030653,-5.78760983510161,0.0003144,0.0010218,0.0002358,0.0005502,0.000393,0.0003144,0.0002358,0.0008143,-7.11318170949119,0,8.14e-05,0,8.14e-05,8.14e-05,0.0004071,0.0001629
"621","Alaska",2,"AK",34109,"Juneau",2611,1344,1267,0.00383,-5.56489047578958,0,0.002298,0.000766,0.000383,0,0.000383,0.0066964,-5.00618521042264,0,0.0044643,0.000744,0.000744,0,0.000744,0,0.0007893,-7.14436408124992,0,0,0.0007893,0,0,0,0
"627","Alaska",2,"AK",34115,"Fairbanks",6910,3547,3363,0.0021708,-6.13265951577502,0,0.0008683,0.0001447,0.0002894,0.0002894,0.0004342,0.0036651,-5.60889965888615,0,0.0016916,0.0002819,0.0002819,0.0005639,0.0005639,0.0002819,0.0005947,-7.42745348125173,0,0,0,0.0002974,0,0.0002974,0
"628","Montana",27,"MT",34201,"Havre",2043,1083,960,0.0034263,-5.6762743172396,0,0.0004895,0.000979,0.0014684,0,0.0004895,0.0055402,-5.19572467779154,0,0.0009234,0.0009234,0.0027701,0,0.0009234,0,0.0010417,-6.86690128497387,0,0,0.0010417,0,0,0,0
"629","Montana",27,"MT",34202,"Shelby",2035,1003,1032,0.0014742,-6.51963980920909,0,0.0009828,0,0.0004914,0,0,0.001994,-6.21761260744249,0,0.000997,0,0.000997,0,0,0,0.000969,-6.93924594607351,0,0.000969,0,0,0,0,0
"630","Montana",27,"MT",34203,"Great Falls",6394,3260,3134,0.0026587,-5.92991799745647,0.0004692,0.0012512,0.0001564,0.0003128,0.0001564,0.0003128,0.0042945,-5.45042014475799,0.0009202,0.0021472,0,0.0006135,0.0003067,0.0003067,0,0.0009572,-6.95149820193006,0,0.0003191,0.0003191,0,0,0.0003191,0
"632","Wyoming",51,"WY",34301,"Cody",2822,1398,1424,0.0021262,-6.15341893010977,0.0003544,0.0003544,0,0,0.0010631,0,0.0035765,-5.63337061041584,0.0007153,0.0007153,0,0,0.0014306,0,0.0007153,0.0007022,-7.26129229422994,0,0,0,0,0.0007022,0,0
"633","Wyoming",51,"WY",34302,"Worland",1051,543,508,0.0019029,-6.26437624065631,0,0,0,0.0009515,0,0.0009515,0.0018416,-6.29712051999666,0,0,0,0.0018416,0,0,0,0.0019685,-6.23048344758048,0,0,0,0,0,0.0019685,0
"635","Wyoming",51,"WY",34304,"Sheridan",3328,1687,1640,0.0018029,-6.31835879941612,0,0.0012019,0,0,0,0.0003005,0.0029638,-5.8212830502082,0,0.0017783,0,0,0,0.0005928,0.0005928,0.0006098,-7.40237952341012,0,0.0006098,0,0,0,0,0
"639","Montana",27,"MT",34308,"Billings",9944,4965,4978,0.0020113,-6.2089739998051,0.0001006,0.0010056,0.0001006,0,0.0002011,0.0004023,0.0036254,-5.61979065193546,0.0002014,0.0020141,0.0002014,0,0.0002014,0.0006042,0.0004028,0.0004018,-7.81955610558344,0,0,0,0,0.0002009,0.0002009,0
"641","Montana",27,"MT",34401,"Dillon",647,326,321,0.007728,-4.86290518207192,0,0.0015456,0.0030912,0.0030912,0,0,0.0122699,-4.40060617025178,0,0.0030675,0.0030675,0.006135,0,0,0,0.0031153,-5.77142982319386,0,0,0.0031153,0,0,0,0
"642","Montana",27,"MT",34402,"Bozeman",5342,2680,2661,0.0035567,-5.63892213030927,0.0001872,0.0011232,0.0001872,0.0007488,0.0003744,0.0005616,0.0067164,-5.00320298227896,0.0003731,0.0022388,0,0.0014925,0.0007463,0.0011194,0.0007463,0.0003758,-7.88645347098491,0,0,0.0003758,0,0,0,0
"643","Montana",27,"MT",34403,"Helena",4948,2510,2437,0.0030315,-5.79869773245249,0,0.0018189,0.0004042,0,0,0.0004042,0.0047809,-5.34312646568325,0,0.0031873,0,0,0,0.0007968,0.0007968,0.001231,-6.69992843177982,0,0.0004103,0.0008207,0,0,0,0
"645","Idaho",13,"ID",34501,"Bonners Ferry",711,380,331,0.0042194,-5.46806234113755,0,0.0014065,0,0,0,0.0028129,0.0052632,-5.24701607219249,0,0.0026316,0,0,0,0.0026316,0,0.0030211,-5.80213427550347,0,0,0,0,0,0.0030211,0
"647","Montana",27,"MT",34503,"Kalispell",7946,4116,3830,0.0020136,-6.20783111414317,0.0003775,0.0006292,0.0002517,0.0001258,0.0002517,0.0002517,0.0031584,-5.75768970872511,0.0004859,0.0012148,0.0004859,0,0.0004859,0.000243,0.000243,0.0007833,-7.15199479359108,0.0002611,0,0,0.0002611,0,0.0002611,0
"648","Montana",27,"MT",34504,"Missoula",8186,4170,4015,0.002321,-6.06575715168984,0.0004886,0.0009773,0.0001222,0.0003665,0,0.0001222,0.0038369,-5.56309053008457,0.0004796,0.0019185,0.0002398,0.0007194,0,0,0.0004796,0.0007472,-7.19917767104964,0.0004981,0,0,0,0,0.0002491,0
"649","Wyoming",51,"WY",34601,"Gillette",4196,2103,2093,0.0016683,-6.39595013510265,0.000715,0,0,0.0002383,0.0002383,0.0004766,0.0023776,-6.04166370344083,0.000951,0,0,0.0004755,0.0004755,0.0004755,0,0.0009556,-6.95317114251262,0.0004778,0,0,0,0,0.0004778,0
"651","Wyoming",51,"WY",34603,"Casper",5841,2963,2878,0.0025681,-5.96458895310263,0.0003424,0.0010272,0,0.0001712,0,0.0010272,0.0047249,-5.35490888228156,0.000675,0.0016875,0,0.0003375,0,0.002025,0,0.0003475,-7.96474589295943,0,0.0003475,0,0,0,0,0
"653","Hawaii",12,"HI",34701,"Honolulu",43593,21898,21688,0.0016975,-6.37859869853142,9.18e-05,0.0006652,0.0003212,0.0002065,9.18e-05,0.0001835,0.0024203,-6.02386377955466,0.000137,0.0010047,0.000411,0.0003197,0.0001827,0.000274,9.13e-05,0.0009683,-6.93996860134679,4.61e-05,0.0003228,0.0002305,9.22e-05,0,9.22e-05,0.0001844
"654","Hawaii",12,"HI",34702,"Kapaa",3535,1808,1727,0.0008487,-7.07180479098864,0,0.0002829,0.0002829,0,0.0002829,0,0.0011062,-6.8068245604037,0,0.0005531,0,0,0.0005531,0,0,0.000579,-7.45420808039128,0,0,0.000579,0,0,0,0
"655","Hawaii",12,"HI",34703,"Kahului",6891,3453,3438,0.0007256,-7.22851165916335,0,0.0001451,0.0001451,0.0001451,0.0001451,0.0001451,0.0011584,-6.76071553633282,0,0.0002896,0,0.0002896,0.0002896,0.0002896,0,0.0002909,-8.14253099246312,0,0,0.0002909,0,0,0,0
"657","New Mexico",32,"NM",34802,"Santa Fe",12936,6528,6408,0.0029375,-5.83019639951186,7.73e-05,0.0008503,0.0005411,0.000773,0.0002319,0.0003092,0.0045956,-5.38265595498506,0.0001532,0.0012255,0.0009191,0.0013787,0.0004596,0.0003064,0.0001532,0.0012484,-6.68589254756765,0,0.0004682,0.0001561,0.0001561,0,0.0003121,0.0001561
"660","Colorado",6,"CO",34805,"Alamosa",3148,1605,1543,0.0012706,-6.66826604913184,0.0003177,0,0,0,0.0003177,0.0003177,0.0012461,-6.68773660501545,0.0006231,0,0,0,0,0,0.0006231,0.0012962,-6.64831837197066,0,0,0,0,0.0006481,0.0006481,0
"661","New Mexico",32,"NM",34901,"Albuquerque",43774,21831,21943,0.0024215,-6.02336809612099,0.0002284,0.000594,0.0004797,0.0005026,0.0002056,0.0002741,0.0037561,-5.58437409392238,0.0002748,0.0010077,0.0004581,0.0009161,0.0003665,0.0005497,0.0001832,0.0010937,-6.81818883562309,0.0001823,0.0001823,0.0005013,9.11e-05,4.56e-05,0,9.11e-05
"663","Arizona",3,"AZ",35001,"Phoenix",159153,80135,79012,0.0020609,-6.18461249838681,0.0001382,0.0006597,0.0003896,0.000245,0.0001759,0.0003204,0.0033069,-5.71174408432689,0.0002121,0.0012229,0.0004742,0.0003993,0.0002745,0.0005491,0.0001747,0.0007973,-7.13427953845582,6.33e-05,8.86e-05,0.0003038,8.86e-05,7.59e-05,8.86e-05,8.86e-05
"664","Arizona",3,"AZ",35002,"Safford",2826,1427,1399,0.0010616,-6.84797807494628,0.0003539,0,0.0003539,0,0,0.0003539,0.0014015,-6.57021218735943,0.0007008,0,0,0,0,0.0007008,0,0.0007148,-7.243507774679,0,0,0.0007148,0,0,0,0
"665","Arizona",3,"AZ",35100,"Tucson",51234,25903,25330,0.0025764,-5.96136220329154,0.0001952,0.0012492,0.0003318,0.0003318,0.0002733,9.76e-05,0.0041694,-5.47998313841594,0.0003088,0.0020075,0.0006177,0.0005019,0.0005405,7.72e-05,0.0001158,0.0009475,-6.96168362100769,7.9e-05,0.0004737,3.95e-05,0.0001579,0,0.0001184,7.9e-05
"666","Colorado",6,"CO",35201,"Grand Junction",11666,5968,5695,0.0024001,-6.0322448758296,8.57e-05,0.0008572,0.0003429,0.0002572,0.0003429,0.0003429,0.004189,-5.47529323701724,0.0001676,0.001508,0.0005027,0.0005027,0.0005027,0.0006702,0.0003351,0.0005268,-7.54868958809515,0,0.0001756,0.0001756,0,0.0001756,0,0
"668","New Mexico",32,"NM",35300,"Farmington",13070,6569,6500,0.0020658,-6.18223771839174,7.65e-05,0.0008416,0.0003826,0.0003826,7.65e-05,0.0002295,0.003958,-5.53201643180176,0.0001522,0.0016745,0.0007612,0.0007612,0.0001522,0.0003045,0.0001522,0.0001538,-8.77985750089273,0,0,0,0,0,0.0001538,0
"669","Arizona",3,"AZ",35401,"Flagstaff",16080,8177,7895,0.0021766,-6.12999125270231,0.0001244,0.0004975,0.0004353,0.0001866,0.0005597,0.0003109,0.0034242,-5.67688741119356,0.0002446,0.0009784,0.0007338,0.0002446,0.0007338,0.0003669,0.0001223,0.0008866,-7.02811663565332,0,0,0.0001267,0.0001267,0.00038,0.0002533,0
"670","Colorado",6,"CO",35402,"Cortez",2597,1309,1288,0.0011552,-6.76348178982571,0,0.0003851,0,0.0003851,0,0.0003851,0.0015279,-6.48386103540561,0,0.0007639,0,0.0007639,0,0,0,0.0007764,-7.16084270666942,0,0,0,0,0,0.0007764,0
"672","Hawaii",12,"HI",35600,"Hilo",8629,4355,4274,0.0015065,-6.49796619939392,0.0001159,0.0003477,0.0001159,0.0006953,0.0001159,0.0001159,0.0025258,-5.9811974347522,0,0.0006889,0.0002296,0.0013777,0.0002296,0,0,0.0004679,-7.6672559600921,0.000234,0,0,0,0,0.000234,0
"673","Idaho",13,"ID",35701,"Twin Falls",8341,4285,4055,0.002158,-6.13857341214619,0,0.0005994,0.0002398,0.0003597,0.0004796,0.0003597,0.0039673,-5.52966951641214,0,0.0011669,0.0004667,0.0007001,0.0009335,0.0004667,0.0002334,0.0002466,-8.30774296723403,0,0,0,0,0,0.0002466,0
"675","Idaho",13,"ID",35801,"Boise City",30711,15561,15149,0.0025072,-5.98858868636252,0.0001628,0.0006838,0.0003907,0.0003582,0.0003582,0.0004884,0.0042414,-5.46286187555931,0.0001928,0.001221,0.0005141,0.0007069,0.0007069,0.0008354,6.43e-05,0.0007261,-7.22782281157807,0.000132,0.000132,0.000264,0,0,0.000132,6.6e-05
"676","Oregon",38,"OR",35802,"Ontario",4020,1989,2031,0.0014925,-6.50730271269752,0.0002488,0.0007463,0,0.0002488,0,0,0.0025138,-5.98595972647354,0.0005028,0.0010055,0,0.0005028,0,0,0.0005028,0.0004924,-7.61621916365398,0,0.0004924,0,0,0,0,0
"678","Utah",45,"UT",35901,"St. George",9069,4648,4421,0.0031977,-5.74532347760107,0.0002205,0.0006616,0.0003308,0.0001103,0.0008821,0.0008821,0.0049484,-5.3086909869756,0.0002151,0.0010757,0.0002151,0.0002151,0.0017212,0.0012909,0.0002151,0.0013572,-6.6023315250542,0.0002262,0.0002262,0.0004524,0,0,0.0004524,0
"679","Utah",45,"UT",35902,"Price",5054,2551,2502,0.0027701,-5.88887185835149,0,0.0005936,0.0005936,0.0001979,0.0009893,0.0003957,0.004312,-5.44635344537544,0,0.000392,0.000784,0.000392,0.00196,0.000784,0,0.001199,-6.72626740293676,0,0.0007994,0.0003997,0,0,0,0
"683","Utah",45,"UT",36000,"Provo",28249,14443,13802,0.0039647,-5.53032508880072,0.0002478,0.0011682,0.0002832,0.0004956,0.0006018,0.001062,0.0065083,-5.03467699357654,0.000277,0.0022156,0.0003462,0.0008309,0.0009001,0.0018002,0.0001385,0.0013042,-6.64216545300517,0.0002174,7.25e-05,0.0002174,0.0001449,0.0002898,0.0002898,7.25e-05
"684","Utah",45,"UT",36100,"Salt Lake City",109361,55577,53768,0.0028255,-5.86906993889438,0.0002012,0.0007955,0.0005486,0.0003109,0.0003383,0.0004389,0.0048581,-5.3271078640113,0.0003599,0.0014035,0.0009176,0.0005218,0.0006298,0.0007377,0.0002879,0.0007253,-7.22892519559491,3.72e-05,0.0001674,0.0001674,9.3e-05,3.72e-05,0.0001302,9.3e-05
"685","Utah",45,"UT",36200,"Logan",12438,6327,6110,0.0032963,-5.71495465165945,0.0002412,0.0006432,0.0009648,0.0001608,0.000402,0.0008844,0.006006,-5.114996309421,0.0004742,0.0012644,0.0017386,0.0003161,0.0007903,0.0014225,0,0.000491,-7.61906643016975,0,0,0.0001637,0,0,0.0003273,0
"686","Idaho",13,"ID",36301,"Pocatello",22609,11623,10984,0.0026538,-5.93176270386194,0.0001327,0.000575,0.0007519,0.0002212,0.0003096,0.0005308,0.0044739,-5.40949476752743,0.0002581,0.0010324,0.0010324,0.0004302,0.0006023,0.0009464,0.0001721,0.0007283,-7.2247975067404,0,9.1e-05,0.0004552,0,0,9.1e-05,9.1e-05
"689","Colorado",6,"CO",36401,"Steamboat Springs",2766,1425,1341,0.0032538,-5.7279317348892,0.0003615,0,0.0003615,0.0007231,0.0003615,0.0014461,0.0049123,-5.31601301508373,0.0007018,0,0.0007018,0.0007018,0.0007018,0.0021053,0,0.0014914,-6.50804000285458,0,0,0,0.0007457,0,0.0007457,0
"690","Utah",45,"UT",36402,"Vernal",3852,1945,1907,0.0020768,-6.1769270314545,0,0,0,0.0005192,0,0.001298,0.0025707,-5.96357704362109,0,0,0,0.0010283,0,0.0015424,0,0.0015732,-6.45464351740662,0,0,0,0,0,0.0010488,0.0005244
"692","Wyoming",51,"WY",36404,"Rock Springs",7976,4071,3904,0.0015045,-6.49929466189417,0.0003761,0.0002508,0.0001254,0.0002508,0.0001254,0.0003761,0.0022108,-6.11440083800517,0.0007369,0.0004913,0,0,0.0002456,0.0007369,0,0.0007684,-7.17120012706987,0,0,0.0002561,0.0005123,0,0,0
"693","California",5,"CA",36501,"Klamath Falls",9248,4656,4589,0.0019464,-6.24177376649496,0.0002163,0.0004325,0.0001081,0.0003244,0.0004325,0.0003244,0.0036512,-5.61269939829652,0.0002148,0.0008591,0.0002148,0.0006443,0.0008591,0.0006443,0.0002148,0.0002179,-8.4314743160137,0.0002179,0,0,0,0,0,0
"696","California",5,"CA",36600,"Redding",13328,6710,6618,0.0016507,-6.40655583861078,0,0.0006753,0.0004502,7.5e-05,7.5e-05,0.0003752,0.0028316,-5.86691335606424,0,0.0013413,0.0007452,0.000149,0,0.0005961,0,0.0004533,-7.69895640001747,0,0,0.0001511,0,0.0001511,0.0001511,0
"697","California",5,"CA",36700,"Eureka",7876,4026,3850,0.0010157,-6.89217724901882,0.000127,0.0002539,0.000127,0.0003809,0,0.000127,0.0014903,-6.50877783700953,0,0.0004968,0,0.0007452,0,0.0002484,0,0.0005195,-7.56264374742499,0.0002597,0,0.0002597,0,0,0,0
"698","Oregon",38,"OR",36800,"Medford",14858,7545,7310,0.0022883,-6.0799460951788,0.0001346,0.0008076,0.0002692,0.0001346,0.0001346,0.0002019,0.0037111,-5.59642695035216,0.0002651,0.0014579,0.0003976,0.0001325,0.0002651,0.0002651,0.0009278,0.0008208,-7.10523108354777,0,0.0001368,0.0001368,0.0001368,0,0.0001368,0.0002736
"699","California",5,"CA",36901,"Crescent City",2793,1418,1375,0.0014322,-6.54854355539143,0,0.000358,0.000358,0,0.000358,0.000358,0.0021157,-6.158369551975,0,0.0007052,0.0007052,0,0.0007052,0,0,0.0007273,-7.22617151080378,0,0,0,0,0,0.0007273,0
"701","California",5,"CA",37000,"Modesto",42789,21441,21347,0.0008413,-7.08056224340751,0,0.0003038,0.0001169,0.0001402,7.01e-05,0.0001402,0.0009328,-6.97731974236805,0,0.0004198,0.0001399,9.33e-05,0.0001399,4.66e-05,9.33e-05,0.0007495,-7.19610424042162,0,0.0001874,9.37e-05,0.0001874,0,0.0002342,4.68e-05
"702","California",5,"CA",37100,"Bakersfield",39992,20017,19972,0.0011002,-6.81226329752292,0.00015,0.0003001,0.000125,5e-05,1e-04,0.0003251,0.0019483,-6.24079808151243,0.0002997,0.0005495,0.0002498,9.99e-05,0.0001998,0.0005495,0,0.0002504,-8.29245091873833,0,5.01e-05,0,0,0,0.0001001,0.0001001
"703","California",5,"CA",37200,"Fresno",81717,41117,40596,0.0009056,-7.00691285051536,4.89e-05,0.0003916,0.0001224,4.89e-05,4.89e-05,0.0001713,0.0016295,-6.41948205968666,9.73e-05,0.0007296,0.0001702,9.73e-05,9.73e-05,0.0003162,0.0001216,0.0001724,-8.66569319973468,0,4.93e-05,7.39e-05,0,0,2.46e-05,2.46e-05
"704","California",5,"CA",37300,"Chico",21672,10870,10800,0.0010613,-6.8482607071965,0.0001384,0.0002307,0.0002769,9.23e-05,0.0001384,9.23e-05,0.0015639,-6.4605725775221,0.000184,0.000276,0.000368,9.2e-05,0.000276,0.000184,0.000184,0.0005556,-7.49546194708409,9.26e-05,0.0001852,0.0001852,9.26e-05,0,0,0
"705","California",5,"CA",37400,"Sacramento",135552,68356,67192,0.0020361,-6.19671906558645,0.0001771,0.0006861,0.0003467,0.0002877,0.0001623,0.0002508,0.0033355,-5.7031326858147,0.0002341,0.0011557,0.0005559,0.0005559,0.0002926,0.000395,0.0001463,0.0007144,-7.24406752840198,0.0001191,0.0002084,0.0001339,1.49e-05,2.98e-05,0.0001042,0.0001042
"706","California",5,"CA",37500,"San Jose",111759,55965,55788,0.0055477,-5.19437185153159,0.0002953,0.0026486,0.0009395,0.0007158,0.0003221,0.0004384,0.0087019,-4.7442138863608,0.0004646,0.0043956,0.0011793,0.0011436,0.0005539,0.000679,0.0002859,0.002384,-6.03897552977903,0.0001255,0.0008963,0.0006991,0.0002868,8.96e-05,0.0001972,8.96e-05
"707","Nevada",29,"NV",37601,"Elko",4844,2493,2351,0.0008258,-7.09915794451228,0,0.0004129,0.0002064,0,0,0.0002064,0.0012034,-6.72260439517802,0,0.0004011,0.0004011,0,0,0.0004011,0,0.0004254,-7.76248065519814,0,0.0004254,0,0,0,0,0
"709","California",5,"CA",37603,"Portola",1435,716,719,0.0027875,-5.8826101421959,0.0006969,0,0.0006969,0,0.0006969,0.0006969,0.0041899,-5.47507841168134,0.0013966,0,0,0,0.0013966,0.0013966,0,0.0013908,-6.57787615783057,0,0,0.0013908,0,0,0,0
"710","Nevada",29,"NV",37604,"Reno",22901,11489,11411,0.0020523,-6.18879416352921,0.0001747,0.0006987,0.0001747,0.000262,8.73e-05,0.0005677,0.0035686,-5.63558191696695,0.0002611,0.0013926,0.0001741,0.0005222,0.0001741,0.0008704,0.0001741,0.0005258,-7.55058964566849,8.76e-05,0,0.0001753,0,0,0.0002629,0
"711","California",5,"CA",37700,"Santa Rosa",31932,16075,15840,0.0028498,-5.86050646260259,0.0002192,0.0007203,0.000689,0.0003758,0.0003132,0.0003132,0.0051633,-5.26617936902023,0.0004355,0.0013686,0.0011198,0.0007465,0.0006221,0.0004977,0.0003733,0.0005051,-7.59075412849027,0,6.31e-05,0.0002525,0,0,0.0001263,6.31e-05
"712","California",5,"CA",37800,"San Francisco",201390,100849,100526,0.0039078,-5.54478072318386,0.0002234,0.0016386,0.0006753,0.0004419,0.0002234,0.0004668,0.0064651,-5.04133679897384,0.0003173,0.0028062,0.0010015,0.0007933,0.0004264,0.0007437,0.0003768,0.0013429,-6.61292382437714,0.0001293,0.0004675,0.0003482,8.95e-05,1.99e-05,0.000189,9.95e-05
"713","Nevada",29,"NV",37901,"Las Vegas",65855,33014,32828,0.0013211,-6.62929055607997,6.07e-05,0.0004404,0.0001822,9.11e-05,0.0001063,0.0003493,0.0022112,-6.11421992439092,0.0001212,0.0007573,0.0002423,0.0001515,0.0001817,0.0006361,0.0001212,0.0004265,-7.75989819103254,0,0.0001218,0.0001218,3.05e-05,3.05e-05,6.09e-05,6.09e-05
"716","California",5,"CA",38000,"San Diego",130708,65822,64827,0.0028996,-5.84318248253755,0.0002066,0.001094,0.0005585,0.0003443,0.0001683,0.0003902,0.0046185,-5.37768530193161,0.0003342,0.0018687,0.0007444,0.0006229,0.0002887,0.0005621,0.0001975,0.0011569,-6.76201126492943,7.71e-05,0.0003085,0.0003702,6.17e-05,4.63e-05,0.000216,7.71e-05
"717","California",5,"CA",38100,"Yuma",17562,8829,8733,0.0009111,-7.00085789724446,0,5.69e-05,0.0001708,0.0002278,0.0002278,0.0001708,0.0015857,-6.44672932876875,0,0.0001133,0.0002265,0.0003398,0.0004531,0.0003398,0.0001133,0.000229,-8.38178855441003,0,0,0.0001145,0.0001145,0,0,0
"718","California",5,"CA",38200,"Santa Barbara",30464,15259,15201,0.0026917,-5.91758231471728,9.85e-05,0.0008863,0.0005252,0.0002954,0.0003283,0.0002626,0.0045875,-5.38442006560145,0.0001311,0.0015728,0.0007209,0.0005243,0.0006554,0.0004587,0.0005243,0.0007894,-7.14423739473553,6.58e-05,0.0001974,0.0003289,6.58e-05,0,6.58e-05,6.58e-05
"719","California",5,"CA",38300,"Los Angeles",749352,374382,374883,0.0019737,-6.22784532520421,0.0001415,0.0006552,0.0002976,0.0002455,0.0001721,0.0002802,0.0031545,-5.75892527415341,0.0001896,0.0011486,0.0003873,0.000414,0.0003045,0.0004407,0.0002698,0.0007922,-7.14069667277646,9.34e-05,0.00016,0.0002081,7.74e-05,4e-05,0.00012,9.34e-05
"720","Idaho",13,"ID",38401,"Lewiston",5880,2965,2913,0.0022109,-6.1143556065331,0.0001701,0.0003401,0.0001701,0.0005102,0,0.0008503,0.0040472,-5.50972999498655,0.0003373,0.0006745,0.0003373,0.0010118,0,0.0016863,0,0.0003433,-7.97690585750063,0,0,0,0,0,0,0.0003433
"721","Washington",48,"WA",38402,"Pullman",3714,1823,1891,0.0037695,-5.58081291231252,0.0002693,0.0008078,0.0005385,0.0008078,0.0002693,0.001077,0.0065826,-5.02332547491277,0.0005485,0.0010971,0.0010971,0.0016456,0.0005485,0.0016456,0,0.0010576,-6.85175308886685,0,0.0005288,0,0,0,0.0005288,0
"722","Washington",48,"WA",38501,"Moses Lake",5945,3053,2892,0.0015139,-6.49306617634644,0.0001682,0.0006728,0.0001682,0.0003364,0.0001682,0,0.0026204,-5.94442830110655,0.0003275,0.0013102,0.0003275,0.0006551,0,0,0,0.0003458,-7.96964998471508,0,0,0,0,0.0003458,0,0
"723","Washington",48,"WA",38502,"Wenatchee",6253,3216,3037,0.0022389,-6.10177060515882,0,0.0007996,0,0.0003198,0,0.0011195,0.0040423,-5.5109414420721,0,0.0015547,0,0.0006219,0,0.0018657,0,0.0003293,-8.01854136858196,0,0,0,0,0,0.0003293,0
"724","Washington",48,"WA",38601,"Spokane",39121,19964,19156,0.002684,-5.9204470598727,0.0001278,0.0009713,0.0002812,0.0003323,0.0002045,0.0005112,0.0045582,-5.39082747022704,0.0002004,0.0018032,0.0004508,0.0006011,0.0003506,0.0008014,0.0003506,0.0007308,-7.22137073346042,5.22e-05,0.0001044,0.0001044,5.22e-05,5.22e-05,0.0002088,0.0001566
"725","Washington",48,"WA",38602,"Colville",5845,2962,2883,0.0017109,-6.37073573113367,0,0.0010265,0,0,0.0005133,0.0001711,0.0027009,-5.91417022818173,0,0.0013504,0,0,0.0010128,0.0003376,0,0.0006937,-7.27347096757302,0,0.0006937,0,0,0,0,0
"726","Washington",48,"WA",38700,"Longview",14174,7155,7019,0.002046,-6.1918686114527,7.06e-05,0.0005644,0.0001411,0.0002117,0.0004939,0.0002822,0.0027952,-5.87985161858448,0,0.0008386,0.0001398,0.0001398,0.0008386,0.000559,0.0002795,0.0012822,-6.65917792641112,0.0001425,0.0002849,0.0001425,0.0002849,0.0001425,0,0.0002849
"727","Oregon",38,"OR",38801,"Portland",102040,51567,50469,0.003185,-5.74930298995801,0.000196,0.0011368,0.000294,0.0004116,0.000392,0.0005194,0.0051777,-5.26339433675881,0.0002327,0.0019392,0.0004072,0.0007563,0.0006012,0.0009114,0.0003297,0.0011492,-6.76868923085914,0.0001585,0.000317,0.0001783,5.94e-05,0.0001783,0.0001189,0.0001387
"728","Oregon",38,"OR",38802,"The Dalles",4226,2151,2075,0.001893,-6.26959240675495,0,0.0002366,0.0002366,0.0007099,0,0.0002366,0.0032543,-5.72777808021242,0,0.0004649,0.0004649,0.0009298,0,0.0004649,0.0009298,0.0004819,-7.63777393431799,0,0,0,0.0004819,0,0,0
"729","Oregon",38,"OR",38901,"Eugene",55324,28036,27268,0.0024402,-6.01567527582304,0.0003254,0.0008134,0.0001988,0.0003615,0.0002531,0.0003254,0.0041732,-5.47907215137046,0.000535,0.0014981,0.0002497,0.0006064,0.0004637,0.0005707,0.0002497,0.0006601,-7.32311921926955,0.00011,0.00011,0.0001467,0.00011,3.67e-05,7.33e-05,7.33e-05
